ProductKey,Product_Name,Brand,Color,Unit_Cost_USD,Unit_Price_USD,SubcategoryKey,Subcategory,CategoryKey,Category
2031,Litware Microwave 1.5CuFt X110 Grey,Litware,Grey,5.07,10.68,803,Microwaves,8,Home Appliances
2032,Litware Microwave 2.2CuFt M125 Grey,Litware,Grey,5.63,14.65,803,Microwaves,8,Home Appliances
2033,Litware Microwave 1.6CuFt M125 Grey,Litware,Grey,7.3,10.24,803,Microwaves,8,Home Appliances
2034,Litware Microwave 1.0CuFt E110 Grey,Litware,Grey,7.3,12.89,803,Microwaves,8,Home Appliances
2035,Litware Microwave 0.9CuFt E090 Grey,Litware,Grey,9.6,14.52,803,Microwaves,8,Home Appliances
2036,Litware Microwave 0.8CuFt E080 Grey,Litware,Grey,6.21,12.12,803,Microwaves,8,Home Appliances
2037,Litware Microwave 1.5CuFt X110 Red,Litware,Red,5.19,12.23,803,Microwaves,8,Home Appliances
2038,Litware Microwave 2.2CuFt M125 Red,Litware,Red,7.07,13.65,803,Microwaves,8,Home Appliances
2039,Litware Microwave 1.6CuFt M125 Red,Litware,Red,6.38,10.72,803,Microwaves,8,Home Appliances
2040,Litware Microwave 1.0CuFt E110 Red,Litware,Red,5.89,10.15,803,Microwaves,8,Home Appliances
2041,Litware Microwave 0.9CuFt E090 Red,Litware,Red,9.42,12.19,803,Microwaves,8,Home Appliances
2042,Litware Microwave 0.8CuFt E080 Red,Litware,Red,8.46,14.65,803,Microwaves,8,Home Appliances
2043,Litware Microwave 1.5CuFt X110 Black,Litware,Black,7.61,13.82,803,Microwaves,8,Home Appliances
2044,Litware Microwave 2.2CuFt M125 Black,Litware,Black,7.81,12.25,803,Microwaves,8,Home Appliances
2045,Litware Microwave 1.6CuFt M125 Black,Litware,Black,6.43,13.56,803,Microwaves,8,Home Appliances
2046,Litware Microwave 1.0CuFt E110 Black,Litware,Black,7.58,14.11,803,Microwaves,8,Home Appliances
2047,Litware Microwave 0.9CuFt E090 Black,Litware,Black,5.75,13.97,803,Microwaves,8,Home Appliances
2048,Litware Microwave 0.8CuFt E080 Black,Litware,Black,5.08,13.62,803,Microwaves,8,Home Appliances
2049,Litware Microwave 1.5CuFt X110 Blue,Litware,Blue,7.28,13.51,803,Microwaves,8,Home Appliances
2050,Litware Microwave 2.2CuFt M125 Blue,Litware,Blue,6.33,11.24,803,Microwaves,8,Home Appliances
2051,Litware Microwave 1.6CuFt M125 Blue,Litware,Blue,8.93,11.31,803,Microwaves,8,Home Appliances
2052,Litware Microwave 1.0CuFt E110 Blue,Litware,Blue,5.13,12.7,803,Microwaves,8,Home Appliances
2053,Litware Microwave 0.9CuFt E090 Blue,Litware,Blue,6.94,12.61,803,Microwaves,8,Home Appliances
2054,Litware Microwave 0.8CuFt E080 Blue,Litware,Blue,9.64,11.39,803,Microwaves,8,Home Appliances
2055,Contoso Microwave 1.5CuFt X0110 White,Contoso,White,8.12,10.56,803,Microwaves,8,Home Appliances
2056,Contoso Microwave 2.2CuFt M0125 White,Contoso,White,5.06,12.17,803,Microwaves,8,Home Appliances
2057,Contoso Microwave 1.6CuFt M0125 White,Contoso,White,6.75,10.81,803,Microwaves,8,Home Appliances
2058,Contoso Microwave 1.0CuFt E0110 White,Contoso,White,5.16,10.54,803,Microwaves,8,Home Appliances
2059,Contoso Microwave 0.9CuFt E0090 White,Contoso,White,6.32,13.04,803,Microwaves,8,Home Appliances
2060,Contoso Microwave 0.8CuFt E0080 White,Contoso,White,6.93,11.03,803,Microwaves,8,Home Appliances
2061,Contoso Microwave 1.5CuFt X0110 Silver,Contoso,Silver,9.66,11.3,803,Microwaves,8,Home Appliances
2062,Contoso Microwave 2.2CuFt M0125 Silver,Contoso,Silver,5.4,10.73,803,Microwaves,8,Home Appliances
2063,Contoso Microwave 1.6CuFt M0125 Silver,Contoso,Silver,8.86,13.79,803,Microwaves,8,Home Appliances
2064,Contoso Microwave 1.0CuFt E0110 Silver,Contoso,Silver,6.63,14.03,803,Microwaves,8,Home Appliances
2065,Contoso Microwave 0.9CuFt E0090 Silver,Contoso,Silver,9.54,13.43,803,Microwaves,8,Home Appliances
2066,Contoso Microwave 0.8CuFt E0080 Silver,Contoso,Silver,7.03,13.76,803,Microwaves,8,Home Appliances
2067,Contoso Microwave 1.5CuFt X0110 Grey,Contoso,Grey,5.58,12.37,803,Microwaves,8,Home Appliances
2068,Contoso Microwave 2.2CuFt M0125 Grey,Contoso,Grey,7,10.67,803,Microwaves,8,Home Appliances
2069,Contoso Microwave 2.2CuFt M0126 Grey,Contoso,Grey,7.89,11.46,803,Microwaves,8,Home Appliances
2070,Contoso Microwave 1.0CuFt E0110 Grey,Contoso,Grey,5.84,11.04,803,Microwaves,8,Home Appliances
2071,Contoso Microwave 0.9CuFt E0090 Grey,Contoso,Grey,6.9,12.73,803,Microwaves,8,Home Appliances
2072,Contoso Microwave 0.8CuFt E0080 Grey,Contoso,Grey,6.46,12.34,803,Microwaves,8,Home Appliances
2073,Contoso Microwave 1.5CuFt X0110 Red,Contoso,Red,6.49,13.87,803,Microwaves,8,Home Appliances
2074,Contoso Microwave 2.2CuFt M0125 Red,Contoso,Red,6.13,13.44,803,Microwaves,8,Home Appliances
2075,Contoso Microwave 1.6CuFt M0125 Red,Contoso,Red,6.33,11.54,803,Microwaves,8,Home Appliances
2076,Contoso Microwave 1.0CuFt E0110 Red,Contoso,Red,7.75,11.31,803,Microwaves,8,Home Appliances
2077,Contoso Microwave 0.9CuFt E0090 Red,Contoso,Red,9.69,15,803,Microwaves,8,Home Appliances
2078,Contoso Microwave 0.8CuFt E0080 Red,Contoso,Red,7.04,13.02,803,Microwaves,8,Home Appliances
2079,Contoso Microwave 1.5CuFt X0110 Black,Contoso,Black,7.16,12.38,803,Microwaves,8,Home Appliances
2080,Contoso Microwave 2.2CuFt M0125 Black,Contoso,Black,9.8,11.85,803,Microwaves,8,Home Appliances
2081,Contoso Microwave 1.6CuFt M0125 Black,Contoso,Black,7.12,10.3,803,Microwaves,8,Home Appliances
2082,Contoso Microwave 1.0CuFt E0110 Black,Contoso,Black,5.13,13.24,803,Microwaves,8,Home Appliances
2083,Contoso Microwave 0.9CuFt E0090 Black,Contoso,Black,8.04,13.18,803,Microwaves,8,Home Appliances
2084,Contoso Microwave 0.8CuFt E0080 Black,Contoso,Black,5.58,13.77,803,Microwaves,8,Home Appliances
2085,Contoso Water Heater 7.2GPM X1800 White,Contoso,White,5.49,14.41,804,Water Heaters,8,Home Appliances
2086,Contoso Water Heater 4.3GPM M1250 White,Contoso,White,6.73,14.97,804,Water Heaters,8,Home Appliances
2087,Contoso Water Heater 4.0GPM M1250 White,Contoso,White,5.71,14.64,804,Water Heaters,8,Home Appliances
2088,Contoso Water Heater 2.6GPM E0900 White,Contoso,White,7.45,12.32,804,Water Heaters,8,Home Appliances
2089,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,9.92,13.62,804,Water Heaters,8,Home Appliances
2090,Contoso Water Heater 7.2GPM X1800 Blue,Contoso,Blue,7.61,11.68,804,Water Heaters,8,Home Appliances
2091,Contoso Water Heater 4.3GPM M1250 Blue,Contoso,Blue,6.6,10.66,804,Water Heaters,8,Home Appliances
2092,Contoso Water Heater 4.0GPM M1250 Blue,Contoso,Blue,7.85,14.86,804,Water Heaters,8,Home Appliances
2093,Contoso Water Heater 2.6GPM E0900 Blue,Contoso,Blue,9.36,12,804,Water Heaters,8,Home Appliances
2094,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Blue,7.5,14.9,804,Water Heaters,8,Home Appliances
2095,Contoso Water Heater 7.2GPM X1800 Green,Contoso,Green,9.27,14.32,804,Water Heaters,8,Home Appliances
2096,Contoso Water Heater 4.3GPM M1250 Green,Contoso,Green,7.14,11.51,804,Water Heaters,8,Home Appliances
2097,Contoso Water Heater 4.0GPM M1250 Green,Contoso,Green,9.43,12.97,804,Water Heaters,8,Home Appliances
2098,Contoso Water Heater 2.6GPM E0900 Green,Contoso,Green,8.32,13.36,804,Water Heaters,8,Home Appliances
2099,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,6.06,13.19,804,Water Heaters,8,Home Appliances
2100,Contoso Water Heater 7.2GPM X1800 Silver,Contoso,Silver,7.39,12.33,804,Water Heaters,8,Home Appliances
2101,Contoso Water Heater 4.3GPM M1250 Silver,Contoso,Silver,5.86,14.22,804,Water Heaters,8,Home Appliances
2102,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Silver,5.77,12.79,804,Water Heaters,8,Home Appliances
2103,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Silver,9.7,11.7,804,Water Heaters,8,Home Appliances
2104,Contoso Water Heater 1.5GPM E0800 Silver,Contoso,Silver,9.73,14.93,804,Water Heaters,8,Home Appliances
2105,Contoso Water Heater 7.2GPM X1800 Grey,Contoso,Grey,9.26,11.16,804,Water Heaters,8,Home Appliances
2106,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Grey,8.5,10.81,804,Water Heaters,8,Home Appliances
2107,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Grey,7.38,11.38,804,Water Heaters,8,Home Appliances
2108,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Grey,9.78,11.18,804,Water Heaters,8,Home Appliances
2109,Contoso Water Heater 1.5GPM E0800 Grey,Contoso,Grey,8.07,10.17,804,Water Heaters,8,Home Appliances
2110,Contoso Water Heater 7.2GPM X1800 Red,Contoso,Red,7.2,13.45,804,Water Heaters,8,Home Appliances
2111,Contoso Water Heater 4.3GPM M1250 Red,Contoso,Red,7.84,12.15,804,Water Heaters,8,Home Appliances
2112,Contoso Water Heater 4.0GPM M1250 Red,Contoso,Red,6.05,12.98,804,Water Heaters,8,Home Appliances
2113,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Red,6.19,11.06,804,Water Heaters,8,Home Appliances
2114,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Red,7.64,10.07,804,Water Heaters,8,Home Appliances
2115,Contoso Water Heater 4.3GPM M1250 Yellow,Contoso,Yellow,6.39,14.76,804,Water Heaters,8,Home Appliances
2116,Contoso Coffee Maker Super-Auto 12C X1250 Black,Contoso,Black,6.08,13.77,805,Coffee Machines,8,Home Appliances
2117,Contoso Coffee Maker Auto 10C M1000 Black,Contoso,Black,6.43,10.39,805,Coffee Machines,8,Home Appliances
2118,Contoso Coffee Maker 12C M1000 Black,Contoso,Black,5.88,13.98,805,Coffee Machines,8,Home Appliances
2119,Contoso Coffee Maker Auto 5C E0900 Black,Contoso,Black,5.61,12.79,805,Coffee Machines,8,Home Appliances
2120,Contoso Coffee Maker 5C E0900 Black,Contoso,Black,6.33,14.41,805,Coffee Machines,8,Home Appliances
2121,Contoso Coffee Maker 4C E0800 Black,Contoso,Black,6.73,10.79,805,Coffee Machines,8,Home Appliances
2122,Contoso Coffee Maker Super-Auto 12C X1250 Silver,Contoso,Silver,5.5,10.83,805,Coffee Machines,8,Home Appliances
2123,Contoso Coffee Maker Auto 10C M1000 Silver,Contoso,Silver,6.82,13.19,805,Coffee Machines,8,Home Appliances
2124,Contoso Coffee Maker 12C M1000 Silver,Contoso,Silver,9.81,10.29,805,Coffee Machines,8,Home Appliances
2125,Contoso Coffee Maker Auto 5C E0900 Silver,Contoso,Silver,9.44,13.49,805,Coffee Machines,8,Home Appliances
2126,Contoso Coffee Maker 5C E0900 Silver,Contoso,Silver,9.02,14.61,805,Coffee Machines,8,Home Appliances
2127,Contoso Coffee Maker 4C E0800 Silver,Contoso,Silver,8.79,10.46,805,Coffee Machines,8,Home Appliances
2128,Contoso Coffee Maker Super-Auto 12C X1250 White,Contoso,White,6.11,10.95,805,Coffee Machines,8,Home Appliances
2129,Contoso Coffee Maker Auto 10C M1000 White,Contoso,White,6.52,11.98,805,Coffee Machines,8,Home Appliances
2130,Contoso Coffee Maker 12C M1000 White,Contoso,White,9.32,13.98,805,Coffee Machines,8,Home Appliances
2131,Contoso Coffee Maker Auto 5C E0900 White,Contoso,White,6,12.44,805,Coffee Machines,8,Home Appliances
2132,Contoso Coffee Maker 5C E0900 White,Contoso,White,5.86,13.92,805,Coffee Machines,8,Home Appliances
2133,Contoso Coffee Maker 4C E0800 White,Contoso,White,8.95,13.93,805,Coffee Machines,8,Home Appliances
2134,Contoso Coffee Maker Super-Auto 12C X1250 Grey,Contoso,Grey,6.65,12.7,805,Coffee Machines,8,Home Appliances
2135,Contoso Coffee Maker Auto 10C M1000 Grey,Contoso,Grey,5.35,12.85,805,Coffee Machines,8,Home Appliances
2136,Contoso Coffee Maker 12C M1000 Grey,Contoso,Grey,8.81,14.55,805,Coffee Machines,8,Home Appliances
2137,Contoso Coffee Maker Auto 5C E0900 Grey,Contoso,Grey,7.86,13.45,805,Coffee Machines,8,Home Appliances
2138,Contoso Coffee Maker 5C E0900 Grey,Contoso,Grey,8.69,12.3,805,Coffee Machines,8,Home Appliances
2139,Contoso Coffee Maker 4C E0800 Grey,Contoso,Grey,9.84,14.94,805,Coffee Machines,8,Home Appliances
2140,Adventure Works Coffee Maker Super-Auto 12C X125 Black,Adventure Works,Black,6.87,14.45,805,Coffee Machines,8,Home Appliances
2141,Adventure Works Coffee Maker Auto 10C M100 Black,Adventure Works,Black,7.29,11,805,Coffee Machines,8,Home Appliances
2142,Adventure Works Coffee Maker 12C M100 Black,Adventure Works,Black,7.66,11.92,805,Coffee Machines,8,Home Appliances
2143,Adventure Works Coffee Maker Auto 5C E090 Black,Adventure Works,Black,6.07,11.72,805,Coffee Machines,8,Home Appliances
2144,Adventure Works Coffee Maker 5C E090 Black,Adventure Works,Black,6.11,10.6,805,Coffee Machines,8,Home Appliances
2145,Adventure Works Coffee Maker 4C E080 Black,Adventure Works,Black,9.53,13.38,805,Coffee Machines,8,Home Appliances
2146,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,Adventure Works,Silver,8.73,14.46,805,Coffee Machines,8,Home Appliances
2147,Adventure Works Coffee Maker Auto 10C M100 Silver,Adventure Works,Silver,7.53,10.48,805,Coffee Machines,8,Home Appliances
2148,Adventure Works Coffee Maker 12C M100 Silver,Adventure Works,Silver,7.82,12.26,805,Coffee Machines,8,Home Appliances
2149,Adventure Works Coffee Maker Auto 5C E090 Silver,Adventure Works,Silver,6.03,11.82,805,Coffee Machines,8,Home Appliances
2150,Adventure Works Coffee Maker 5C E090 Silver,Adventure Works,Silver,8.94,13.54,805,Coffee Machines,8,Home Appliances
2151,Adventure Works Coffee Maker 4C E080 Silver,Adventure Works,Silver,8.23,12.87,805,Coffee Machines,8,Home Appliances
2152,Adventure Works Coffee Maker Super-Auto 12C X125 White,Adventure Works,White,9.08,11.87,805,Coffee Machines,8,Home Appliances
2153,Adventure Works Coffee Maker Auto 10C M100 White,Adventure Works,White,7.62,14.73,805,Coffee Machines,8,Home Appliances
2154,Adventure Works Coffee Maker 12C M100 White,Adventure Works,White,8.73,12.6,805,Coffee Machines,8,Home Appliances
2155,Adventure Works Coffee Maker Auto 5C E090 White,Adventure Works,White,5.53,12.06,805,Coffee Machines,8,Home Appliances
2156,Adventure Works Coffee Maker 5C E090 White,Adventure Works,White,8.36,14.14,805,Coffee Machines,8,Home Appliances
2157,Adventure Works Coffee Maker 4C E080 White,Adventure Works,White,5.19,14.1,805,Coffee Machines,8,Home Appliances
2158,Adventure Works Coffee Maker Super-Auto 12C X125 Grey,Adventure Works,Grey,9.72,12.94,805,Coffee Machines,8,Home Appliances
2159,Adventure Works Coffee Maker Auto 10C M100 Grey,Adventure Works,Grey,5.58,14.41,805,Coffee Machines,8,Home Appliances
2160,Adventure Works Coffee Maker 12C M100 Grey,Adventure Works,Grey,8.66,12.2,805,Coffee Machines,8,Home Appliances
2161,Adventure Works Coffee Maker Auto 5C E090 Grey,Adventure Works,Grey,5.02,10.44,805,Coffee Machines,8,Home Appliances
2162,Adventure Works Coffee Maker 5C E090 Grey,Adventure Works,Grey,7.94,10.48,805,Coffee Machines,8,Home Appliances
2163,Adventure Works Coffee Maker 4C E080 Grey,Adventure Works,Grey,6.16,14.58,805,Coffee Machines,8,Home Appliances
2164,Fabrikam Coffee Maker Super-Auto 12C X125 Black,Fabrikam,Black,8.94,12.17,805,Coffee Machines,8,Home Appliances
2165,Fabrikam Coffee Maker Auto 10C M100 Black,Fabrikam,Black,7.43,14.43,805,Coffee Machines,8,Home Appliances
2166,Fabrikam Coffee Maker 12C M100 Black,Fabrikam,Black,5.26,10.31,805,Coffee Machines,8,Home Appliances
2167,Fabrikam Coffee Maker Auto 5C E090 Black,Fabrikam,Black,9.94,12.29,805,Coffee Machines,8,Home Appliances
2168,Fabrikam Coffee Maker 5C E090 Black,Fabrikam,Black,7.75,14.4,805,Coffee Machines,8,Home Appliances
2169,Fabrikam Coffee Maker 4C E080 Black,Fabrikam,Black,6.37,10.39,805,Coffee Machines,8,Home Appliances
2170,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,Fabrikam,Silver,7.03,10.53,805,Coffee Machines,8,Home Appliances
2171,Fabrikam Coffee Maker Auto 10C M100 Silver,Fabrikam,Silver,7.61,13.63,805,Coffee Machines,8,Home Appliances
2172,Fabrikam Coffee Maker 12C M100 Silver,Fabrikam,Silver,9.22,14.82,805,Coffee Machines,8,Home Appliances
2173,Fabrikam Coffee Maker Auto 5C E090 Silver,Fabrikam,Silver,9.93,14.36,805,Coffee Machines,8,Home Appliances
2174,Fabrikam Coffee Maker 5C E090 Silver,Fabrikam,Silver,7.06,10.65,805,Coffee Machines,8,Home Appliances
2175,Fabrikam Coffee Maker 4C E080 Silver,Fabrikam,Silver,8.92,10.13,805,Coffee Machines,8,Home Appliances
2176,Fabrikam Coffee Maker Super-Auto 12C X125 White,Fabrikam,White,6.64,11.34,805,Coffee Machines,8,Home Appliances
2177,Fabrikam Coffee Maker Auto 10C M100 White,Fabrikam,White,6.45,14.84,805,Coffee Machines,8,Home Appliances
2178,Fabrikam Coffee Maker 12C M100 White,Fabrikam,White,5.73,12.58,805,Coffee Machines,8,Home Appliances
2179,Fabrikam Coffee Maker Auto 5C E090 White,Fabrikam,White,7.27,13.3,805,Coffee Machines,8,Home Appliances
2180,Fabrikam Coffee Maker 5C E090 White,Fabrikam,White,5.13,12.97,805,Coffee Machines,8,Home Appliances
2181,Fabrikam Coffee Maker 4C E080 White,Fabrikam,White,8.16,11.61,805,Coffee Machines,8,Home Appliances
2182,Fabrikam Coffee Maker Super-Auto 12C X125 Grey,Fabrikam,Grey,8.13,14.07,805,Coffee Machines,8,Home Appliances
2183,Fabrikam Coffee Maker Auto 10C M100 Grey,Fabrikam,Grey,8.26,12.17,805,Coffee Machines,8,Home Appliances
2184,Fabrikam Coffee Maker 12C M100 Grey,Fabrikam,Grey,8.18,11.51,805,Coffee Machines,8,Home Appliances
2185,Fabrikam Coffee Maker Auto 5C E090 Grey,Fabrikam,Grey,7.89,13.68,805,Coffee Machines,8,Home Appliances
2186,Fabrikam Coffee Maker 5C E090 Grey,Fabrikam,Grey,6.04,10.15,805,Coffee Machines,8,Home Appliances
2187,Fabrikam Coffee Maker 4C E080 Grey,Fabrikam,Grey,6.84,14.27,805,Coffee Machines,8,Home Appliances
2188,Fabrikam Coffee Maker 12C M100 Gold,Fabrikam,Gold,6.08,10.97,805,Coffee Machines,8,Home Appliances
2189,Fabrikam Coffee Maker Auto 5C E090 Gold,Fabrikam,Gold,6.52,13.33,805,Coffee Machines,8,Home Appliances
2190,Adventure Works Floor Lamp X1150 Black,Adventure Works,Black,5.04,13.99,806,Lamps,8,Home Appliances
2191,Adventure Works Floor Lamp M2150 Black,Adventure Works,Black,6.91,14.19,806,Lamps,8,Home Appliances
2192,Adventure Works Chandelier M8150 Black,Adventure Works,Black,8.27,12.14,806,Lamps,8,Home Appliances
2193,Adventure Works Chandelier M6150 Black,Adventure Works,Black,9.26,13.95,806,Lamps,8,Home Appliances
2194,Adventure Works Wall Lamp E2150 Black,Adventure Works,Black,6.04,12.1,806,Lamps,8,Home Appliances
2195,Adventure Works Wall Lamp E3150 Black,Adventure Works,Black,6.62,14.51,806,Lamps,8,Home Appliances
2196,Adventure Works Desk Lamp E1300 Black,Adventure Works,Black,6.53,10.89,806,Lamps,8,Home Appliances
2197,Adventure Works Desk Lamp E1200 Black,Adventure Works,Black,6.67,13.64,806,Lamps,8,Home Appliances
2198,Adventure Works Floor Lamp X1150 White,Adventure Works,White,5.11,11.15,806,Lamps,8,Home Appliances
2199,Adventure Works Floor Lamp M2150 White,Adventure Works,White,7.82,14.88,806,Lamps,8,Home Appliances
2200,Adventure Works Chandelier M8150 White,Adventure Works,White,9.84,13.09,806,Lamps,8,Home Appliances
2201,Adventure Works Chandelier M6150 White,Adventure Works,White,7.85,12.22,806,Lamps,8,Home Appliances
2202,Adventure Works Wall Lamp E2150 White,Adventure Works,White,9.91,12.23,806,Lamps,8,Home Appliances
2203,Adventure Works Wall Lamp E3150 White,Adventure Works,White,8.26,13.16,806,Lamps,8,Home Appliances
2204,Adventure Works Desk Lamp E1300 White,Adventure Works,White,6.96,13.58,806,Lamps,8,Home Appliances
2205,Adventure Works Desk Lamp E1200 White,Adventure Works,White,6.25,12.19,806,Lamps,8,Home Appliances
2206,Adventure Works Floor Lamp X1150 Silver,Adventure Works,Silver,5.43,12.29,806,Lamps,8,Home Appliances
2207,Adventure Works Floor Lamp M2150 Silver,Adventure Works,Silver,8.69,11.35,806,Lamps,8,Home Appliances
2208,Adventure Works Chandelier M8150 Silver,Adventure Works,Silver,9.81,14.49,806,Lamps,8,Home Appliances
2209,Adventure Works Chandelier M6150 Silver,Adventure Works,Silver,9.88,12.76,806,Lamps,8,Home Appliances
2210,Adventure Works Wall Lamp E2150 Silver,Adventure Works,Silver,6.82,11.76,806,Lamps,8,Home Appliances
2211,Adventure Works Wall Lamp E3150 Silver,Adventure Works,Silver,8.99,10.57,806,Lamps,8,Home Appliances
2212,Adventure Works Desk Lamp E1300 Silver,Adventure Works,Silver,9.25,13.84,806,Lamps,8,Home Appliances
2213,Adventure Works Desk Lamp E1200 Silver,Adventure Works,Silver,8.79,10.89,806,Lamps,8,Home Appliances
2214,Adventure Works Floor Lamp X1150 Grey,Adventure Works,Grey,6.69,11.01,806,Lamps,8,Home Appliances
2215,Adventure Works Floor Lamp M2150 Grey,Adventure Works,Grey,5.55,13.8,806,Lamps,8,Home Appliances
2216,Adventure Works Chandelier M8150 Grey,Adventure Works,Grey,5.5,11.27,806,Lamps,8,Home Appliances
2217,Adventure Works Chandelier M6150 Grey,Adventure Works,Grey,5.18,14.72,806,Lamps,8,Home Appliances
2218,Adventure Works Wall Lamp E2150 Grey,Adventure Works,Grey,9.89,10.76,806,Lamps,8,Home Appliances
2219,Adventure Works Wall Lamp E3150 Grey,Adventure Works,Grey,6.86,13.7,806,Lamps,8,Home Appliances
2220,Adventure Works Desk Lamp E1300 Grey,Adventure Works,Grey,5.48,14.67,806,Lamps,8,Home Appliances
2221,Adventure Works Desk Lamp E1200 Grey,Adventure Works,Grey,6,14,806,Lamps,8,Home Appliances
2222,Adventure Works Floor Lamp X1150 Blue,Adventure Works,Blue,9.73,14.16,806,Lamps,8,Home Appliances
2223,Adventure Works Floor Lamp M2150 Blue,Adventure Works,Blue,5.52,11.46,806,Lamps,8,Home Appliances
2224,Adventure Works Chandelier M8150 Blue,Adventure Works,Blue,7.45,11.58,806,Lamps,8,Home Appliances
2225,Adventure Works Chandelier M6150 Blue,Adventure Works,Blue,7.09,13.25,806,Lamps,8,Home Appliances
2226,Adventure Works Wall Lamp E2150 Blue,Adventure Works,Blue,9.16,14.43,806,Lamps,8,Home Appliances
2227,Adventure Works Wall Lamp E3150 Blue,Adventure Works,Blue,6.09,11.33,806,Lamps,8,Home Appliances
2228,Adventure Works Desk Lamp E1300 Blue,Adventure Works,Blue,5.5,11.76,806,Lamps,8,Home Appliances
2229,Adventure Works Desk Lamp E1200 Blue,Adventure Works,Blue,5.91,13.59,806,Lamps,8,Home Appliances
2230,WWI Floor Lamp X115 Black,Wide World Importers,Black,9.4,11.05,806,Lamps,8,Home Appliances
2231,WWI Floor Lamp M215 Black,Wide World Importers,Black,9.33,13.52,806,Lamps,8,Home Appliances
2232,WWI Chandelier M815 Black,Wide World Importers,Black,7.57,11.61,806,Lamps,8,Home Appliances
2233,WWI Chandelier M615 Black,Wide World Importers,Black,8.86,12.53,806,Lamps,8,Home Appliances
2234,WWI Wall Lamp E215 Black,Wide World Importers,Black,6,10.2,806,Lamps,8,Home Appliances
2235,WWI Wall Lamp E315 Black,Wide World Importers,Black,9.36,13.75,806,Lamps,8,Home Appliances
2236,WWI Desk Lamp E130 Black,Wide World Importers,Black,5.85,10.02,806,Lamps,8,Home Appliances
2237,WWI Desk Lamp E120 Black,Wide World Importers,Black,5.91,10.33,806,Lamps,8,Home Appliances
2238,WWI Floor Lamp X115 White,Wide World Importers,White,7.06,11.07,806,Lamps,8,Home Appliances
2239,WWI Floor Lamp M215 White,Wide World Importers,White,7.53,13.72,806,Lamps,8,Home Appliances
2240,WWI Chandelier M815 White,Wide World Importers,White,7.06,12.49,806,Lamps,8,Home Appliances
2241,WWI Chandelier M615 White,Wide World Importers,White,6.13,10.81,806,Lamps,8,Home Appliances
2242,WWI Wall Lamp E215 White,Wide World Importers,White,8.25,11.02,806,Lamps,8,Home Appliances
2243,WWI Wall Lamp E315 White,Wide World Importers,White,6.83,12.05,806,Lamps,8,Home Appliances
2244,WWI Desk Lamp E130 White,Wide World Importers,White,5.11,14.76,806,Lamps,8,Home Appliances
2245,WWI Desk Lamp E120 White,Wide World Importers,White,7.08,13.87,806,Lamps,8,Home Appliances
2246,WWI Floor Lamp X115 Silver,Wide World Importers,Silver,7.8,13.1,806,Lamps,8,Home Appliances
2247,WWI Floor Lamp M215 Silver,Wide World Importers,Silver,7.88,14.3,806,Lamps,8,Home Appliances
2248,WWI Chandelier M815 Silver,Wide World Importers,Silver,5.62,13.44,806,Lamps,8,Home Appliances
2249,WWI Chandelier M615 Silver,Wide World Importers,Silver,9.07,12.95,806,Lamps,8,Home Appliances
2250,WWI Wall Lamp E215 Silver,Wide World Importers,Silver,8.63,13.16,806,Lamps,8,Home Appliances
2251,WWI Wall Lamp E315 Silver,Wide World Importers,Silver,5.47,11.92,806,Lamps,8,Home Appliances
2252,WWI Desk Lamp E130 Silver,Wide World Importers,Silver,8.01,14.04,806,Lamps,8,Home Appliances
2253,WWI Desk Lamp E120 Silver,Wide World Importers,Silver,9.94,14.21,806,Lamps,8,Home Appliances
2254,WWI Floor Lamp X115 Grey,Wide World Importers,Grey,6.8,12.66,806,Lamps,8,Home Appliances
2255,WWI Floor Lamp M215 Grey,Wide World Importers,Grey,6.94,11.16,806,Lamps,8,Home Appliances
2256,WWI Chandelier M815 Grey,Wide World Importers,Grey,9.85,12.65,806,Lamps,8,Home Appliances
2257,WWI Chandelier M615 Grey,Wide World Importers,Grey,8.93,11.08,806,Lamps,8,Home Appliances
2258,WWI Wall Lamp E215 Grey,Wide World Importers,Grey,9.71,10.95,806,Lamps,8,Home Appliances
2259,WWI Wall Lamp E315 Grey,Wide World Importers,Grey,7.03,13.13,806,Lamps,8,Home Appliances
2260,WWI Desk Lamp E130 Grey,Wide World Importers,Grey,8.67,14.82,806,Lamps,8,Home Appliances
2261,WWI Desk Lamp E120 Grey,Wide World Importers,Grey,7.26,14.81,806,Lamps,8,Home Appliances
2262,WWI Floor Lamp X115 Blue,Wide World Importers,Blue,9.91,11.79,806,Lamps,8,Home Appliances
2263,WWI Floor Lamp M215 Blue,Wide World Importers,Blue,7.1,12.78,806,Lamps,8,Home Appliances
2264,WWI Chandelier M815 Blue,Wide World Importers,Blue,6.64,12.79,806,Lamps,8,Home Appliances
